assessment_number;brand_name;active_substance;disease_area;indication;gba_procedure_start_date;gba_first_resolution_date;gba_current_resolution_date;bundled_assessment;undergone_reevaluation;indication_label;subpopulation;patient_population_min;patient_population_max;patient_population_avg;appropriate_comparative_therapy;additional_benefit;applicant_company;assessment_status;full_assessment_status;assessment_type;gba_orphan_drug_status_during_evaluation;therapeutic_area;additional_benefit_best_subpopulation;endpoints;study_design;procedure_number;study_comparator
405;Imfinzi;durvalumab;Non-small cell lung cancer (NSCLC);Non-small cell lung cancer, maintenance therapy;2018-10-15;2019-04-04;2019-04-04;No;No;"IMFINZI is indicated as monotherapy for the treatment of locally advanced,
unresectable non-small cell lung cancer (NSCLC) in adults whose tumors express
tumors express PD-L1 in ≥ 1% of tumor cells and whose disease has not progressed after platinum-based
disease has not progressed after platinum-based radiochemotherapy.";As area of application according to approval;1600.0;1800.0;1700.0;Best supportive care (BSC);Considerable additional benefit;AstraZeneca GmbH;Valid;Valid;First indication;No;Oncology;Considerable additional benefit;Overall Survival, Progression-Free Survival (according to BICR assessment per RECIST 1.1), Proportion of patients alive at 24 months after randomization, Proportion of patients alive at 12 months after randomization, Objective Response Rate, Proportion of patients alive without progression at 12 and 18 months after randomization, Distant metastases (time to death or time to occurrence of distant metastases), Time to subsequent therapy;"PACIFIC:  
Randomized, double-blind, multicenter, placebo-controlled Phase III study with a randomization ratio of 2:1";2018-10-15-D-402;"PACIFIC:  
Placebo"
87;Giotrif;afatinib;Non-small cell lung cancer (NSCLC);Non-small cell lung cancer, EGFR mutation, EGFR-TKI-naïve patients;2013-11-15;2014-05-08;2014-05-08;No;No;Giotrif® as monotherapy is used for the treatment of EGFR-TKI-naive adult patients with locally advanced and/or metastatic non-small cell lung cancer (NSCLC) with activating EGFR mutations.;1b) Previously untreated patients with ECOG performance status 0 or 1, patient group with EGFR mutation L858R;120.0;830.0;475.0;"- Gefitinib or erlotinib or
- cisplatin in combination with a third-generation cytostatic (Vinorelbine, Gemcitabine, Docetaxel, Paclitaxel, Pemetrexed) considering the respective approved indication";Minor additional benefit;Boehringer Ingelheim Pharma GmbH & Co. KG;Repealed;Repealed;First indication;No;Oncology;Considerable additional benefit;Progression-free survival, Overall Survival, Objective Response Rate, Symptomatology (EORTC QLQ-C30, EORTC QLQ-LC13), Health-related quality of life (EORTC QLQ-C30, EQ-5D), Adverse events;"LUX-Lung 3 (NCT00949650):
Randomized Controlled Trial (RCT), open-label, parallel, active-controlled, Phase III study, multicenter, multinational

LUX-Lung 6 (NCT01121393):
Randomized Controlled Trial (RCT), open-label, parallel, active-controlled, Phase III study, multicenter, oligo-national";2013-11-15-D-082;"NCT00949650:  
Cisplatin + Pemetrexed  

NCT01121393:  
Cisplatin + Gemcitabine"
1107;Tagrisso;osimertinib;Non-small cell lung cancer (NSCLC);Non-small cell lung cancer, first-line, combination with pemetrexed and platinum-based chemotherapy;2024-08-01;2025-02-06;2025-02-06;No;No;Tagrisso is indicated in combination with pemetrexed and platinum-based chemotherapy for the first-line treatment of adult patients with advanced NSCLC whose tumors have EGFR mutations, either a deletion in exon 19 or a substitution mutation in exon 21 (L858R).;As area of application according to approval;840.0;2720.0;1780.0;"Afatinib (only for patients with the activating EGFR mutation deletion in exon 19) or 
osimertinib";No additional benefit;AstraZeneca GmbH;Valid;Valid;New application area;No;Oncology;No additional benefit;Progression-free survival, Overall survival, EORTC Quality of Life Questionnaire C30, EORTC Quality of Life Questionnaire Lung Cancer 13, EQ-5D Visual Analog Scale, Patient Global Impression of Severity, Adverse Events, Patient-Reported Outcomes version of the Common Terminology Criteria for Adverse Events;"FLAURA-2:  
Randomized, open-label, sponsor-blinded, controlled Phase III study";2024-08-01-D-1082;"FLAURA-2:  
Chemo"
434;Alunbrig;brigatinib;Non-small cell lung cancer (NSCLC);Non-small cell lung cancer, ALK+, after crizotinib pre-therapy;2019-01-15;2019-07-04;2019-07-04;No;No;Alunbrig is indicated as monotherapy in adult patients with anaplastic lymphoma kinase (ALK)-positive, advanced non-small cell lung cancer (NSCLC) who have previously been treated with crizotinib.;As area of application according to approval;160.0;1060.0;610.0;Ceritinib or alectinib;No additional benefit;Takeda GmbH;Valid;Valid;First indication;No;Oncology;No additional benefit;Objective Response Rate (ORR), assessed by the investigator, assessed by BIRC, Intracranial response, assessed by BIRC (ORR and PFS), Time to response, Duration of response, Disease control rate, Progression-free survival, Overall survival, assessed by BIRC and the investigator, Safety, Health-related quality of life according to EORTC QLQ-C30 (Version 3.0), Determination of the recommended Phase II dose of Brigatinib, Determination of the maximum tolerated dose of Brigatinib, Safety profile, Tolerability of Brigatinib, Dose-limiting toxicity of Brigatinib;"ALTA:  
Randomized, open-label Phase II study with parallel groups (1:1)

AP26113-11-101:  
Multicenter, open-label, non-randomized Phase I/II dose-finding study";2019-01-15-D-434;"ALTA: No external comparator arm; the study internally compares two dosing regimens (90 mg vs. 180 mg after a 7-day lead-in period).

AP26113-11-101: Single-arm, dose-finding study without a separate comparator group."
1135;Mektovi;binimetinib;Non-small cell lung cancer (NSCLC);Non-small cell lung cancer, advanced, BRAF V600E mutation, combination with encorafenib;2024-10-01;2025-03-20;2025-03-20;No;No;Binimetinib in combination with Encorafenib is used in adult patients with advanced non-small cell lung cancer (NSCLC) with a BRAF V600E mutation.;"b) Adults with advanced non-small cell lung cancer (NSCLC) with PD-L1 expression < 50% and a BRAF V600E mutation; first-line therapy";90.0;251.0;171.0;"− Dabrafenib in combination with trametinib, or
− pembrolizumab in combination with pemetrexed and platinum-based chemotherapy (only for patients with ECOG PS 0–1), or
− atezolizumab as monotherapy (only for patients with PD-L1 expression ≥ 10% in tumor-infiltrating immune cells), or
− atezolizumab in combination with bevacizumab, paclitaxel, and carboplatin (only for patients with ECOG PS 0–1), or
− atezolizumab in combination with nab-paclitaxel and carboplatin (only for patients with ECOG PS 0–1), or
− nivolumab in combination with ipilimumab and 2 cycles of platinum-based chemotherapy (only for patients with ECOG PS 0–1),
− cemiplimab in combination with platinum-based chemotherapy (only for patients with ECOG PS 0–1),
− durvalumab in combination with tremelimumab and platinum-based chemotherapy (only for patients with ECOG PS 0–1)";No additional benefit;Pierre Fabre Pharma GmbH;Valid;Valid;New application area;No;Oncology;No additional benefit;;;2024-10-01-D-1113;
230;Giotrif;afatinib;Non-small cell lung cancer (NSCLC);Non-small cell lung carcinoma, squamous cell histology;2016-05-01;2016-10-20;2016-10-20;No;No;Giotrif® as monotherapy is used for the treatment of locally advanced or metastatic non-small cell lung cancer (NSCLC) with squamous histology that progresses during or after platinum-based chemotherapy.;a) Patients with locally advanced and/or metastatic NSCLC with squamous cell histology with progression during or after platinum-based chemotherapy for whom docetaxel therapy is indicated;2100.0;5520.0;3810.0;Docetaxel;No additional benefit;Boehringer Ingelheim Pharma GmbH & Co. KG;Valid;Valid;New application area;No;Oncology;No additional benefit;Progression-free survival, Overall Survival, Objective Response Rate, Disease Control Rate, Symptomatology (EORTC QLQ-C30, EORTC QLQ-LC13), Health-Related Quality of Life (EORTC QLQ-C30, EQ-5D), Adverse Events;"LUX-Lung 8 (NCT01523587):  
active-controlled, multicenter multinational, open-label, parallel, Phase III study, RCT (Randomized Controlled Trial)";2016-05-01-D-226;"LUX-Lung 8 (NCT01523587):  
Erlotinib"
1135;Mektovi;binimetinib;Non-small cell lung cancer (NSCLC);Non-small cell lung cancer, advanced, BRAF V600E mutation, combination with encorafenib;2024-10-01;2025-03-20;2025-03-20;No;No;Binimetinib in combination with Encorafenib is used in adult patients with advanced non-small cell lung cancer (NSCLC) with a BRAF V600E mutation.;"c) Adults with advanced non-small cell lung cancer (NSCLC) with a BRAF V600E mutation; after first-line therapy";1.0;123.0;62.0;− Dabrafenib in combination with trametinib;No additional benefit;Pierre Fabre Pharma GmbH;Valid;Valid;New application area;No;Oncology;No additional benefit;;;2024-10-01-D-1113;
232;Opdivo;nivolumab;Non-small cell lung cancer (NSCLC);Non-small cell lung carcinoma, non-squamous cell histology, after prior chemotherapy;2016-05-01;2016-10-20;2016-10-20;No;No;OPDIVO is indicated for the treatment of locally advanced or metastatic non-small cell lung cancer (NSCLC) after prior chemotherapy in adults.;2) Patients for whom treatment with docetaxel, pemetrexed, gefitinib, erlotinib and crizotinib is not indicated;8130.0;12130.0;10130.0;Best supportive care (BSC);No additional benefit;Bristol-Myers Squibb GmbH & Co. KGaA;Valid;Valid;New application area;No;Oncology;Considerable additional benefit;Overall Survival (OS), Index value of disease-related symptoms according to LCSS, Health-related quality of life according to LCSS, Generic quality of life according to EQ-5D, Safety and tolerability (adverse events);"CA209-057:  
open, parallel, Randomized controlled trial";2016-05-01-D-231;"CA209-057:  
Docetaxel"
937;Imfinzi;durvalumab;Non-small cell lung cancer (NSCLC);Non-small cell lung cancer, EGFR/ALK-negative, first-line, combination with tremelimumab and platinum-based chemotherapy;2023-04-01;2023-10-05;2023-10-05;No;No;IMFINZI in combination with tremelimumab and platinum-based chemotherapy is indicated in adults for the first-line treatment of metastatic NSCLC without sensitizing EGFR mutations or ALK-positive mutations.;"a) Adults with metastatic NSCLC with PD-L1 expression ≥ 50% without genomic EGFR or ALK tumor mutations; first-line therapy";3860.0;6850.0;5355.0;"- Pembrolizumab as monotherapy or
- atezolizumab as monotherapy or
- cemiplimab as monotherapy or
- nivolumab in combination with ipilimumab and 2 cycles of platinum-based chemotherapy (only for patients with ECOG PS 0-1) or
- pembrolizumab in combination with carboplatin and either paclitaxel or nab-paclitaxel (only for patients with ECOG PS 0-1 and squamous NSCLC) or
- pembrolizumab in combination with pemetrexed and platinum-containing chemotherapy (only for patients with ECOG PS 0-1 and non-squamous NSCLC) or
- atezolizumab in combination with bevacizumab, paclitaxel and carboplatin (only for patients with ECOG PS 0-1 and non-squamous NSCLC) or
- atezolizumab in combination with nab-paclitaxel and carboplatin (only for patients with ECOG PS 0-1 and non-squamous NSCLC)";No additional benefit;AstraZeneca GmbH;Valid;Valid;New application area;No;Oncology;No additional benefit;Overall Survival, Progression-free Survival, Objective Response Rate, Progression-free Survival 2, EORTC QLQ-C30, EORTC QLQ-LC13, EQ-5D Visual Analog Scale, Patient Global Impression of Change, Adverse Events;"POSEIDON:  
Randomized, controlled, open-label, multicenter, global Phase III study with allocation ratio of 1:1:1";2023-04-01-D-921;"POSEIDON:  
CTx (Platinum-based chemotherapy)"
631;Opdivo;nivolumab;Non-small cell lung cancer (NSCLC);Non-small cell lung cancer, combination with ipilimumab and platinum-based chemotherapy, first-line;2020-12-15;2021-06-03;2021-06-03;No;No;Opdivo is indicated in combination with ipilimumab and 2 cycles of platinum-based chemotherapy for the first-line treatment of metastatic non-small cell lung cancer (NSCLC) in adults whose tumors do not have a sensitizing EGFR mutation or ALK translocation.;"a) Adult patients with metastatic non-small cell lung cancer (NSCLC) with a Tumor Proportion Score [TPS] of ≥ 50% (PD-L1 expression) and without EGFR mutations or ALK translocations; first-line treatment";3710.0;4680.0;4195.0;Pembrolizumab as monotherapy;No additional benefit;Bristol-Myers Squibb Pharma EEIG;Valid;Valid;New application area;No;Oncology;Minor additional benefit;Overall Survival, Disease-related symptoms according to LCSS, Health-related quality of life according to LCSS, Health status according to EQ-5D-VAS, Adverse events;"CA209-9LA:  
open, parallel, Randomized controlled study";2020-12-15-D-628;"CA209-9LA:  
Platinum-based chemotherapy"
770;Gavreto;pralsetinib;Non-small cell lung cancer (NSCLC);Non-small cell lung cancer, non-small cell, RET-fusion+;2021-12-15;2022-06-16;2022-06-16;No;No;Gavreto is used as monotherapy for the treatment of adult patients with rearranged-during-transfection (RET) fusion-positive advanced non-small cell lung cancer (NSCLC) who have not previously been treated with a RET inhibitor.;c) Adults with RET fusion-positive, advanced non-small cell lung cancer (NSCLC) after first-line therapy with a PD-1/PD-L1 antibody as monotherapy;5.0;20.0;12.5;"- Cisplatin in combination with a third-generation cytostatic (vinorelbine or gemcitabine or docetaxel or paclitaxel or pemetrexed (except in the case of predominantly squamous histology)) or
- carboplatin in combination with a third-generation cytostatic agent (vinorelbine or gemcitabine or docetaxel or paclitaxel or pemetrexed (except in the case of predominantly squamous histology)) or
- carboplatin in combination with nab-paclitaxel or
- monotherapy with gemcitabine or vinorelbine (only for patients with ECOG performance status 2 as an alternative to platinum-based combination treatment)";No additional benefit;Roche Pharma AG;Valid;Valid;First indication;No;Oncology;No additional benefit;Determination of the MTD, Determination of the RP2D, Evaluation of safety and tolerability, Determination of the ORR, Pharmacokinetics, Pharmacodynamics, Antineoplastic activity, DOR, CBR, DCR, PFS, OS, Changes in patient-reported outcomes;"ARROW:  
Multicenter, international, single-arm, open Phase I/II study";2021-12-15-D-757;ARROW: As it is a single-arm study, there is no direct comparator arm or study comparator.
867;Tabrecta;capmatinib;Non-small cell lung cancer (NSCLC);Non-small cell lung cancer, METex14 skipping mutation, pre-treated patients;2022-08-15;2023-02-02;2023-02-02;No;No;Tabrecta as monotherapy is used to treat adult patients with advanced non-small cell lung cancer (NSCLC) with alterations leading to METex14 skipping (exon 14 skipping in the mesenchymal-epithelial transition factor gene) who require systemic therapy following treatment with immunotherapy and/or platinum-based chemotherapy.;c) Adults with advanced non-small cell lung cancer (NSCLC) with METex14 skipping (exon 14 skipping in the mesenchymal-epithelial transition factor gene) mutation after first-line therapy with a PD-1/PD-L1 antibody in combination with platinum-containing chemotherapy or after sequential therapy with a PD-1/PD-L1 antibody and platinum-containing chemotherapy;400.0;670.0;535.0;"Patient-specific therapy taking into account previous therapy and histology with selection of
- afatinib,
- pemetrexed,
- erlotinib,
- docetaxel,
- docetaxel in combination with ramucirumab,
- docetaxel in combination with nintedanib and
- vinorelbine";No additional benefit;Novartis Pharma GmbH;Valid;Valid;First indication;No;Oncology;No additional benefit;Overall survival (OS), Progression-free survival (PFS), Overall response rate (ORR), Time to CNS progression (CNSprog), Time to treatment discontinuation due to adverse events (TDAE), Unplanned or prolonged hospitalization (upHOSP), Unplanned or prolonged hospitalization or death (upHOSP + D);Non-randomized, comparative study examining efficacy and safety of Capmatinib in patients with locally advanced or metastatic non-small cell lung carcinoma (NSCLC) with METex14-skipping mutation. International data from GEOMETRY mono-1 study (Capmatinib) compared to retrospectively collected patient data from nNGM cohort (German standard of care or suitable comparator therapy). Study design includes prospectively collected data in the Capmatinib group and retrospective data from clinical practice according to G-BA guidelines.;2022-08-15-D-855;The comparison arm is based on patient data from GEOMETRY mono-1 study and nNGM cohort, which represent the German standard of care (SoC) and the defined appropriate comparative therapy (zVT). The patients were selected according to strict, G-BA-compliant inclusion and exclusion criteria and serve as an external control arm in comparison to the Capmatinib group.
232;Opdivo;nivolumab;Non-small cell lung cancer (NSCLC);Non-small cell lung carcinoma, non-squamous cell histology, after prior chemotherapy;2016-05-01;2016-10-20;2016-10-20;No;No;OPDIVO is indicated for the treatment of locally advanced or metastatic non-small cell lung cancer (NSCLC) after prior chemotherapy in adults.;1) Patients for whom therapy with docetaxel, pemetrexed, gefitinib, erlotinib or crizotinib is indicated;3700.0;9700.0;6700.0;"- Docetaxel or
- pemetrexed or
- gefitinib or erlotinib (only for patients with activating EGFR mutations who have not yet been pretreated with afatinib, gefitinib or erlotinib) or
- crizotinib (only for patients with activating ALK mutations who have not yet been pretreated with crizotinib)";Considerable additional benefit;Bristol-Myers Squibb GmbH & Co. KGaA;Valid;Valid;New application area;No;Oncology;Considerable additional benefit;Overall Survival (OS), Index value of disease-related symptoms according to LCSS, Health-related quality of life according to LCSS, Generic quality of life according to EQ-5D, Safety and tolerability (adverse events);"CA209-057:  
open, parallel, Randomized controlled trial";2016-05-01-D-231;"CA209-057:  
Docetaxel"
799;Lumykras;sotorasib;Non-small cell lung cancer (NSCLC);Non-small cell lung cancer, KRAS G12C mutation, ≥ 1 previous therapy;2022-02-15;2022-08-04;2022-08-04;No;No;Lumykras is used as monotherapy for the treatment of adults with advanced non-small cell lung cancer (NSCLC) with KRAS G12C mutation in whom progression has been observed after at least one previous systemic therapy.;c) Adults with advanced non-small cell lung cancer (NSCLC) with KRAS p.G12C mutation after first-line therapy with a PD-1/PD-L1 antibody in combination with platinum-containing chemotherapy or after sequential therapy with a PD-1/PD-L1 antibody L1 antibodies and platinum-containing chemotherapy;420.0;910.0;665.0;Patient-specific therapy taking into account previous therapy and histology, selecting afatinib, pemetrexed, erlotinib, docetaxel, docetaxel in combination with ramucirumab, docetaxel in combination with nintedanib and vinorelbine;No additional benefit;Amgen Europe B.V.;Changed;Changed;First indication;No;Oncology;No additional benefit;;;2022-02-15-D-787;
1134;Braftovi;encorafenib;Non-small cell lung cancer (NSCLC);Non-small cell lung cancer, advanced, BRAF V600E mutation, combination with binimetinib;2024-10-01;2025-03-20;2025-03-20;No;No;Encorafenib in combination with Binimetinib is used in adult patients with advanced non-small cell lung cancer (NSCLC) with a BRAF V600E mutation.;"b) Adults with advanced non-small cell lung cancer (NSCLC) with PD-L1 expression < 50% and a BRAF V600E mutation; first-line therapy";90.0;251.0;171.0;"− Dabrafenib in combination with trametinib, or
− pembrolizumab in combination with pemetrexed and platinum-based chemotherapy (only for patients with ECOG PS 0–1), or
− atezolizumab as monotherapy (only for patients with PD-L1 expression ≥ 10% in tumor-infiltrating immune cells), or
− atezolizumab in combination with bevacizumab, paclitaxel, and carboplatin (only for patients with ECOG PS 0–1), or
− atezolizumab in combination with nab-paclitaxel and carboplatin (only for patients with ECOG PS 0–1), or
− nivolumab in combination with ipilimumab and 2 cycles of platinum-based chemotherapy (only for patients with ECOG PS 0–1),
− cemiplimab in combination with platinum-based chemotherapy (only for patients with ECOG PS 0–1),
− durvalumab in combination with tremelimumab and platinum-based chemotherapy (only for patients with ECOG PS 0–1)";No additional benefit;Pierre Fabre Pharma GmbH;Valid;Valid;New application area;No;Oncology;No additional benefit;;;2024-10-01-D-1114;
1116;Tevimbra;tislelizumab;Non-small cell lung cancer (NSCLC);Non-small cell lung cancer (NSCLC), first-line, squamous, combination with carboplatin and paclitaxel or nab-paclitaxel;2025-01-01;2025-06-15;2025-06-15;No;No;Not specified (assessment in progress);;;;;;;BeiGene Germany GmbH;In progress;In progress;New application area;No;Oncology;;;;;
224;Tagrisso;osimertinib;Non-small cell lung cancer (NSCLC);Non-small cell lung cancer, T790M-EGFR mutation;2016-03-15;2016-09-15;2016-09-15;No;No;TAGRISSO is indicated for the treatment of adult patients with locally advanced or metastatic non-small cell lung cancer (NSCLC) and a positive epidermal growth factor receptor (EGFR) T790M mutation.;1a) Patients after pretreatment with an EGFR tyrosine kinase inhibitor - cytotoxic chemotherapy as directed by the doctor;560.0;2730.0;1645.0;"- Cytotoxic chemotherapy according to the doctor’s instructions (taking into account the approval status in conjunction with the prescribability of drugs in off-label indications in accordance with Annex VI of the Drug Guideline) or, if applicable
- Best supportive care (BSC) for patients who have already received cytotoxic chemotherapy as an alternative to further cytotoxic chemotherapy.";No additional benefit;AstraZeneca GmbH;Changed;Changed;First indication;No;Oncology;No additional benefit;FEV1, asthma symptoms, exacerbations, health-related quality of life, adverse events, morbidity, objective response rate (ORR), best overall response (BOR), progression-free survival (PFS), safety, AEs, SAEs, treatment discontinuations due to AEs, AEs with CTCAE grade ≥3, AEs with a frequency of ≥10%, exploratory endpoints, health-related quality of life and patient-reported symptoms, safety/tolerability, ORR, overall survival, progression-free survival, disease control rate, quality of life, symptomatology;"Study 1:  
Randomized Controlled Trial (RCT), double-blind, parallel";2016-03-15-D-219;"Study 1:  
Placebo"
285;Alecensa;alectinib;Non-small cell lung cancer (NSCLC);Non-small cell lung cancer, ALK+, after crizotinib pre-therapy;2017-05-01;2017-10-19;2017-10-19;No;No;Alecensa is used as monotherapy for the treatment of anaplastic lymphoma kinase (ALK)-positive, advanced non-small cell lung cancer (NSCLC) in adult patients who have previously been treated with crizotinib.;a) Patients who are eligible for treatment with docetaxel or pemetrexed or ceritinib;160.0;1060.0;610.0;"- Docetaxel or
- pemetrexed or
- ceritinib";Minor additional benefit;Roche Pharma AG;Valid;Valid;First indication;No;Oncology;Minor additional benefit;Overall Response Rate (assessed by IRC), Overall Response Rate (assessed by Investigator), Disease Control Rate (DCR), Duration of Response (DOR), Progression-Free Survival (PFS), Overall Survival (OS), Tolerability (AEs, SAEs, AEs leading to study discontinuation, AESI), Health-Related Quality of Life assessed by EORTC QLQ-C30/LC13, CNS Response (CORR, CDOR, CPR), Overall Response Rate (assessed by IRC) in patients pretreated with chemotherapy, Overall Response Rate (assessed by IRC) in treatment‐naïve patients, Progression-Free Survival (assessed by IRC and investigator), Progression-Free Survival, Objective Response Rate (ORR), Duration of Response (DR), Time to Response (TTR), 6-Month and 1-Year Survival Probability, Adverse Events, Patient Reported Outcomes (PRO) (Quality of Life, Lung Cancer-Specific Symptoms, Health Status), Safety/Tolerability;"NP28673:
Open-label, single-arm Phase I/II study in adult patients with ALK-positive NSCLC who have progressed on Crizotinib

NP28761:
Open-label, single-arm Phase I/II study in adult patients with locally advanced (AJCC stage IIIB) or metastatic (AJCC stage IV) ALK-positive NSCLC who were treated after progression on Crizotinib";2017-05-01-D-281;"NP28673:  
Pemetrexed + Cisplatin  
Pemetrexed + Carboplatin  

NP28761:  
Crizotinib"
807;Tepmetko;tepotinib;Non-small cell lung cancer (NSCLC);Non-small cell lung cancer, METex14 skipping, pre-treated patients;2022-03-01;2022-09-01;2022-09-01;No;No;Tepmetko is used in adult patients with advanced non-small cell lung cancer (NSCLC) with alterations leading to METex14 skipping (exon 14 skipping in the mesenchymal-epithelial transition factor gene) who require systemic therapy following platinum-based chemotherapy and/or immunotherapy.;a) Adults with advanced non-small cell lung cancer (NSCLC) with MET tyrosine kinase receptor exon 14 (METex14) skipping changes after first-line therapy with a PD-1/PD-L1 antibody as monotherapy;80.0;130.0;105.0;"- Cisplatin in combination with a third-generation cytostatic (vinorelbine or gemcitabine or docetaxel or paclitaxel or pemetrexed (except in the case of predominantly squamous histology)) or
- carboplatin in combination with a third-generation cytostatic agent (vinorelbine or gemcitabine or docetaxel or paclitaxel or pemetrexed (except for predominantly squamous histology)) or
- carboplatin in combination with nab-paclitaxel or
- monotherapy with gemcitabine or vinorelbine (only for patients with ECOG performance status 2 as an alternative to platinum-based combination treatment)";No additional benefit;Merck Europe B.V.;Valid;Valid;First indication;No;Oncology;No additional benefit;Objective Response (IRC), Objective Response (Investigator), Duration of Response (IRC, Investigator), Objective Disease Control (IRC, Investigator), Progression-Free Survival (IRC, Investigator), Overall Survival, Patient-Reported Outcome: EQ-5D, EORTC QLQ-C30, EORTC QLQ-LC13, Safety and Tolerability: Adverse Events;"VISION:  
Single-arm, open-label, multicenter Phase II study";2022-03-01-D-781;"VISION:
Since this is a single-arm study, no direct comparator is planned. The benefit assessment is therefore based on internal and historical comparative data."
339;Alecensa;alectinib;Non-small cell lung cancer (NSCLC);Non-small cell lung cancer, ALK+, first-line;2018-01-01;2018-06-21;2018-06-21;No;No;Alecensa is used as monotherapy for the first-line treatment of anaplastic lymphoma kinase (ALK)-positive, advanced non-small cell lung cancer (NSCLC) in adult patients.;As area of application according to approval;350.0;850.0;600.0;Crizotinib;Non-quantifiable additional benefit;Roche Pharma AG;Valid;Valid;New application area;No;Oncology;Non-quantifiable additional benefit;"Progression-Free Survival (PFS; Investigator-assessed), Progression-Free Survival, IRC-assessed, Time to CNS Progression (IRC-assessed), Objective Response Rate (ORR, Investigator-assessed), Duration of Response (DOR), Overall Survival (OS), CNS Response (CORR, IRC-assessed), Duration of CNS Response (CDOR, IRC-assessed), Symptoms assessed using EORTC-QLQ-C30 and EORTC-QLQ-LC13, Health-related Quality of Life assessed by EORTC-QLQ-C30, Safety and Tolerability (AEs, SAEs, AESIs, laboratory values, vital signs, ECG, etc.), Pharmacokinetic Analyses, Health Status measured by EQ-5D-3L";"ALEX:
open, parallel, Randomized controlled trial (RCT)";2018-01-01-D-326;"ALEX:
Crizotinib"
783;Rybrevant;amivantamab;Non-small cell lung cancer (NSCLC);Lung cancer, non-small cell, EGFR exon 20 insertion mutation, after platinum-based therapy;2022-01-15;2022-07-07;2022-07-07;No;No;Rybrevant as monotherapy is indicated for the treatment of adult patients with advanced non-small cell lung cancer (NSCLC) and activating exon 20 insertion mutations of the epidermal growth factor receptor (EGFR) after failure of platinum-based therapy.;b) Adults with locally advanced or metastatic non-small cell lung cancer (NSCLC) with activating epidermal growth factor receptor (EGFR) exon 20 insertion mutations after failure of platinum-based chemotherapy for whom no further chemotherapy is indicated;1.0;4.0;2.5;Best supportive care (BSC);No additional benefit;Janssen-Cilag GmbH;Valid;Valid;First indication;No;Oncology;No additional benefit;Forced expiratory volume in 1 second, asthma symptoms, exacerbations, health-related quality of life, adverse events;"Study 1:
double-blind, parallel, RCT (Randomized Controlled Trials)";2022-01-015-D-788;"Study 1:  
Placebo"
918;Lumykras;sotorasib;Non-small cell lung cancer (NSCLC);Non-small cell lung cancer, KRAS G12C mutation, ≥ 1 previous therapy;2023-02-01;2022-08-04;2023-08-03;No;Yes;Lumykras is used as monotherapy for the treatment of adults with advanced non-small cell lung cancer (NSCLC) with KRAS G12C mutation in whom progression has been observed after at least one previous systemic therapy.;b) Adults with advanced non-small cell lung cancer (NSCLC) with KRAS p.G12C mutation after first-line treatment with cytotoxic chemotherapy;60.0;130.0;95.0;"- Docetaxel (only for patients with PD-L1 negative tumors) or
- pemetrexed (only for patients with PD-L1 negative tumors and except for predominantly squamous cell histology) or
- nivolumab or
- pembrolizumab (only for patients with PD-L1 expressing tumors (PD-L1 expression ≥ 1% of tumor cells)) or
- atezolizumab or
- docetaxel in combination with nintedanib (only for patients with PD-L1 negative tumors and adenocarcinoma histology)";No additional benefit;Amgen Europe B.V.;Valid;Valid;Reassessment: deadline expiration;No;Oncology;Non-quantifiable additional benefit;"Progression-Free Survival, Overall Survival, Objective Response Rate, Symptomatology and Health-Related Quality of Life (EORTC QLQ-C30; EORTC QLQ-LC13; EQ-5D-5L), Duration of Response, Time to Response, Disease Control Rate, Safety and Tolerability, Pharmacokinetics, PFS2, CNS Recurrence, PFS (Investigator-assessed), Biomarker Expression, PRO-CTCAE, FACT-G GP5, PGI-S, PGI-C, BPI-SF";"CodeBreak 200:  
Randomized, open-label, parallel, multicenter, active-controlled Phase III study";2023-02-01-D-913;CodeBreak 200: Docetaxel
278;Keytruda;pembrolizumab;Non-small cell lung cancer (NSCLC);Non-small cell lung cancer, first-line;2017-02-15;2017-08-03;2017-08-03;No;No;KEYTRUDA is indicated as monotherapy for the first-line treatment of metastatic non-small cell lung cancer (NSCLC) with PD-L1 expressing tumors (Tumor Proportion Score [TPS] ≥ 50%) without EGFR or ALK-positive tumor mutations in adults.;As area of application according to approval;4000.0;4000.0;4000.0;"Patients with ECOG performance status 0, 1 or 2:
- Cisplatin in combination with a third-generation cytostatic (vinorelbine or gemcitabine or docetaxel or paclitaxel or pemetrexed), taking into account the approval status or
- carboplatin in combination with a third-generation cytostatic (only for patients with an increased risk of cisplatin-induced side effects in the context of combination therapy or
- carboplatin in combination with nab-paclitaxel

Patients with ECOG performance status 2:
- as an alternative to platinum-based combination treatment: monotherapy with gemcitabine or vinorelbine";Considerable additional benefit;MSD Sharp & Dohme GmbH;Valid;Valid;New application area;No;Oncology;Considerable additional benefit;Progression-free survival, Overall survival, Objective response rate, Disease symptomatology, Health-related quality of life, Adverse events;"KEYNOTE 024:  
Randomized Phase III multicenter open active-controlled cross-over";2017-02-15-D-274;"KEYNOTE 024:  
Platinum-based combination chemotherapy"
